userIncorrect,answer3Script,answer1Audio,answer1,answer3,answer2,testDate,isAnswered,testType,id,levelName,directionsAudio,answer3Audio,multiItemID,section,isCorrect,question,userCorrect,questionScript,multiItemQIDs,answer4,test,typeName,questionAudio,type,questionNumber,typeID,levelNumber,multiItem,testNumber,itemAudio,itemScript,correctAnswer,key,answer1Script,directions,sectionNumber,answer4Audio,isMultiItem,answer4Script,level,createdDateTime,sectionName,item,points,answer2Script,userAnswering,answer2Audio
,,,주말에는 박람회가 열리지 않는다.,건축과 관련된 사람만 관람할 수 있다.,관람을 하면 기념품을 받을 수 있다.,2011-04-17T00:00:00,,international,50075,Intermediate,,,,40014,,"(3점)
<div class=""center""><img src=""/topik/t22-l2-p4b-q35.png"" /></div>",,,,박람회를 관람하려면 미리 전화해야 한다.,22003,INTERREAD 35-38 match content,,55076,35,55076,2,,22,,,2,50075,,※ [35~38] 다음을 보고 내용이 같은 것을 고르십시오.,4,,False,,54037,2011-07-26T19:12:39,Reading,,3,,,
,,,솔직한 모습을 그대로 보여 줘야 한다.,솔직한 사람은 거짓말을 하지 않는 사람이다.,완벽한 사람은 자신의 실수를 숨기지 않는다.,2011-04-17T00:00:00,,international,50077,Intermediate,,,,40014,,"<div class=""boxedpart""><p class=""indent"">
누구나 실수를 하게 되면 창피해서 숨기고 싶어한다. 그러나 사람들은 
완벽해 보이는 사람보다 가끔 실수하는 모습을 보여 주는 사람을 더 좋아 
한다. 실수하는 사람에게는 인간미를 느낄 수 있기 때문이다. 실수를 하더라도 
숨기지 않고 솔직하게 보여 준다면 사람들과 더 친하게 지낼 수 있을 
것이다.
</p></div>",,,,실수를 숨기고 싶어하는 마음을 이해해야 한다.,22003,INTERREAD 39-42,,51062,39,51062,2,,22,,,1,50077,,※ [39~42] 다음을 읽고 중심 생각을 고르십시오. (각 4점),4,,False,,54037,2011-07-26T19:20:43,Reading,,4,,,
,,,쉬는 시간에는 미래에 대한 계획을 세워야 한다.,쉬는 시간에는 자신을 반성하는 일을 하는 것이 좋다.,쉬는 시간이라고 해서 시간을 낭비해서는 안 된다.,2011-04-17T00:00:00,,international,50078,Intermediate,,,,40014,,"<div class=""boxedpart""><p class=""indent"">
사람들은 시간이 나면 습관적으로 무언가를 하면서 짧은 시간이라도 
낭비하지 않으려고 한다. 또 쉬는 시간을 버리는 시간으로 생각하고 불안해한다. 
그러나 쉬는 시간은 사람들의 내면을 자라게 해 준다. 자기 자신을 
되돌아보고 반성할 수 있는 기회가 되기 때문이다. 뿐만 아니라 새로운 
것을 꿈꾸고 앞으로 나아갈 수 있는 계기를 마련해 준다.
</p></div>",,,,쉬는 시간을 쓸모없는 시간이라고 생각하는 것은 잘못이다.,22003,INTERREAD 39-42,,51062,42,51062,2,,22,,,4,50078,,※ [39~42] 다음을 읽고 중심 생각을 고르십시오. (각 4점),4,,False,,54037,2011-07-26T19:25:11,Reading,,4,,,
,,,(가)-(나)-(라)-(다),(나)-(가)-(라)-(다),(가)-(라)-(다)-(나),2011-04-17T00:00:00,,international,50080,Intermediate,,,,40014,,"<div class=""dialogue"">(가) 어떤 지역은 떡만 넣어서 먹고, 
어떤 지역은 만두를 넣은 떡 만둣국을 먹는다.</div>
<div class=""dialogue"">(나) 한국의 대표적인 설음식인 떡국은 재료와 조리법이 지역마다 다르다.</div>
<div class=""dialogue"">(다) 이처럼 떡국은 재료와 맛이 다양하지만 한 해를 시작하는 음식으로 
어디에서나 널리 사랑받고 있다.</div>
<div class=""dialogue"">(라) 거기에 각 지역에서만 나는 재료를 넣어 특색 있는 맛의 
다양한 떡국이 만들어진다.</div>",,,,(나)-(다)-(라)-(가),22003,INTERREAD 43-45 order,,55079,44,55079,2,,22,,,3,50080,,※ [43~45] 다음을 순서대로 맞게 배열한 것을 고르십시오. (각 3점),4,,False,,54037,2011-07-26T19:28:29,Reading,,3,,,
,,,(나)-(가)-(다)-(라),(다)-(나)-(가)-(라),(나)-(라)-(가)-(다),2011-04-17T00:00:00,,international,50081,Intermediate,,,,40014,,"<div class=""dialogue"">(가) 이런 점에서 자동차는 인간을 닮아 가는 동시에 인간을 더욱 편리하게 
하는 방향으로 변화해 간다.</div>
<div class=""dialogue"">(나) 멀리서 보기에 기계가 아닌 생명체가 달려오는 느낌을 주는 것이다.</div>
<div class=""dialogue"">(다) 요즘 자동차는 사람의 얼굴과 비슷한 느낌의 디자인들이 많다.</div>
<div class=""dialogue"">(라) 그런데 그런 자동차일수록 기능이 다양하고 편리한 경우가 대부분이다.</div>",,,,(다)-(나)-(라)-(가),22003,INTERREAD 43-45 order,,55079,45,55079,2,,22,,,4,50081,,※ [43~45] 다음을 순서대로 맞게 배열한 것을 고르십시오. (각 3점),4,,False,,54037,2011-07-26T19:29:36,Reading,,3,,,
,,,"노인 실종 사고, 신고가 중요해",경찰관의 도움으로 실종 노인 집 찾아,"치매 노인, 실종 사고 조심해야",2011-04-17T00:00:00,,international,50083,Intermediate,,,54065,40014,,이 글의 제목으로 가장 알맞은 것을 고르십시오.,,,"[50083L, 56070L]",충북 인주 일대에서 치매 노인 실종되어,22003,INTERREAD 49-50,,50082,49,50082,2,54065,22,,,3,50083,,※ [49~50] 다음 글을 읽고 물음에 답하십시오. (각 3점),4,,True,,54037,2011-07-26T19:41:04,Reading,"<p class=""indent"">
충북 인주시의 한 노인이 경찰관의 도움으로 집으로 무사히 돌아갔다. 
김종국 경사는 지난 2월 초 박 노인(92세)이 집을 나간 뒤 돌아오지 않았다는 
가족의 신고를 받고, 두 달여 동안 계속 퇴근 시간 이후에도 충북 인주 
일대를 주의 깊게 살피고 다녔다. 그러던 지난 4월 6일 밤 9시경, 시내 
버스를 타고 퇴근하던 김 경사는 창문 밖에서 박 노인과 비슷한 모습의 
사람을 발견했다. 김 경사는 버스에서 급히 내려 그 사람이 박 노인임을 
확인하고 박 노인을 가족이 사는 집까지 안전하게 모시고 갔다. 한편 박 
노인은 치매 환자로 집을 못 찾아 여기저기를 떠돌아다녔으며, 현재는 건강 
상태가 좋지 않아 병원에 입원한 것으로 전해졌다.
</p>",3,,,
,,,나는 어머니께서 주신 돈을 길에서 잃어버렸다.,나는 어머니께 거짓말을 해서 집에 들어가기 무서웠다.,나에게 친구들은 자장면을 같이 먹자고 말했다.,2011-04-17T00:00:00,,international,50084,Intermediate,,,55084,40014,,이 글의 내용과 같은 것을 고르십시오.,,,"[53087L, 50084L]",나는 어머니께서 내 머리를 보고 야단치실 것이라고 생각했다.,22003,INTERREAD 53-54,,55083,54,55083,2,55084,22,,,4,50084,,※ [53~54] 다음 글을 읽고 물음에 답하십시오. (각 3점),4,,True,,54037,2011-07-26T19:50:19,Reading,"<p class=""indent"">
30여 년 전 초등학교 3학년 때 일이다. 어머니께서 머리를 자르고 오라며 
돈을 주셨다. 이발소에 가는 길에 중국집 앞을 지나게 되었다. 그때 윤기가 
흐르는 시커먼 자장면을 맛있게 먹고 있는 또래 아이들을 보았다. 나는 
그 유혹을 뿌리치지 못했다. 결국 난 자장면 한 그릇을 먹고는 세상을 다 
가진 것 같았다. 그러나 어머니께 혼날 생각을 하니 집에 들어가기 겁이 
났다. 밤늦게 집에 돌아왔을 때 어머니는 내 머리를 한참 보시고는 아무 
말 없이 나를 안아 주셨다. <u>나는 고개를 들 수 없었다</u>.
</p>",3,,,
,,,여리게,알차게,거칠게,2011-04-17T00:00:00,,international,50136,Advanced,,,,31002,,그 사람이 말은 좀 ( ) 하지만 마음은 부드럽고 따뜻한 사람이다.,,,,점잖게,22003,ADV GRAM 1-5 3pts,,64074,1,64074,3,,22,,,2,50136,,※ [1~5] 다음 ( )에 알맞은 것을 고르십시오. (각 3점),1,,False,,82030,2011-08-03T21:02:17,Vocabulary and Grammar,,3,,,
,,,희박하대야,희박한 대로,희박하겠냐만,2011-04-17T00:00:00,,international,50137,Advanced,,,,31002,,성공할 가능성이 ( ) 시도해 보지도 않고 포기해서야 되겠는가? (3점),,,,희박하다 한들,22003,ADV GRAM 6-9 fill in,,64076,9,64076,3,,22,,,4,50137,,※ [6~9] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,82030,2011-08-03T21:18:34,Vocabulary and Grammar,,3,,,
,,,간섭하는,중시하는,훼방하는,2011-04-17T00:00:00,,international,50144,Advanced,,,64085,31002,,㉡과 바꾸어 쓸 때 알맞은 것을 고르십시오. (3점),,,"[53148L, 50144L]",비평하는,22003,ADV GRAM 25-27,,86003,26,86003,3,64085,22,,,1,50144,,※ [25～27] 다음을 읽고 물음에 답하십시오.,1,,True,,82030,2011-08-03T22:06:55,Vocabulary and Grammar,"<p class=""indent"">얼마 전 한 언론인이 여러 나라의 기밀 자료를 빼내 인터넷에 공개한 
사건이 있었다. 이에 대해 알 권리를 충족시킨 용감한 행위라는 평가부터 
타인의 물건을 훔친 범죄와 ( ㉠ ) 비난까지 사람들의 의견이 분분하다.</p>
<p class=""indent"">프랑스의 철학자 사르트르의 말을 빌리면 지식인은 남의 일을 ㉡<u>참견하는</u> 
사람이다. 정의와 자유, 선과 진실과 같은 인류 보편의 가치가 훼손의 위기에 
처하면 남의 일이라도 자신의 일인 양 싸우는 사람인 것이다. 언론인 또한 
지식인에 속한다. 저널리즘은 정보나 사실을 감추는 특정 기관이나 단체와 
싸워 정보를 찾아내 공개하는 과정을 통해 발전해 왔고 덕분에 역사는 
올바른 방향으로 흘러올 수 있었다. 자신과 직접적인 관계가 없는 일이라고 
( ㉢ ) 것이 언론인의 임무가 아니니만큼 정보 공개가 무책임한 범죄 
행위라는 비난에 대해서는 생각해 볼 필요가 있다.</p>",3,,,
3,,,야기할,유발할,초래할,2011-04-17T00:00:00,True,international,50145,Advanced,,,53149,31002,False,㉠과 바꾸어 쓸 때 알맞지 <u>않은</u> 것을 고르십시오. (3점),4,,"[50145L, 50146L]",방지할,22003,ADV GRAM 28-30,,79043,28,79043,3,53149,22,,,4,50145,,※ [28~30] 다음을 읽고 물음에 답하십시오.,1,,True,,82030,2011-08-03T22:11:11,Vocabulary and Grammar,"<p class=""indent"">한국 속담에 사촌이 땅을 사면 배가 아프다는 말이 있다. 이것의 사전적 
의미는 남이 잘된 것을 질투하고 시기한다는 것인데 한의학에서는 실제로 
정신적 스트레스가 복통을 ㉠<u>일으킬</u> 수 있다고 본다. 스트레스는 오장육부, 
특히 간에 영향을 미치는데 간은 우리 몸의 근육 움직임에 ㉡<u>관여하는 데다가</u> 
소화 기능을 촉진하는 작용도 한다. 간의 기능이 원활하지 않으면 근육 
경련이 발생하는데 이것이 경련성 복통, 복부 팽만감 등의 증상을 불러올 수 
있다. 즉 이 속담을 한의학적으로 해석하면 정신적 스트레스가 간을 상하게 
해서 복통이 나타난다는 것이다. 이런 정신적 요인에 의한 복통에 자주 
시달린다면 명상 같은 방법을 통해 평소에 상황을 긍정적으로 받아들여 
스트레스를 피하는 훈련을 반복해야 한다. 이런 요령을 습득한다면 스트레스도 
덜 받아서 좋고 신체에 생기는 질병도 예방할 수 있으니 ( ㉢ ) 
격이라고 할 수 있다.</p>",3,,,
,,,관여하거니와,관여할 법하,관여한다기보다는,2011-04-17T00:00:00,True,international,50146,Advanced,,,53149,31002,True,㉡과 바꾸어 쓸 때 알맞은 것을 고르십시오. (3점),1,,"[50145L, 50146L]",관여하는 건 고사하고,22003,ADV GRAM 28-30,,79043,29,79043,3,53149,22,,,1,50146,,※ [28~30] 다음을 읽고 물음에 답하십시오.,1,,True,,82030,2011-08-03T22:11:11,Vocabulary and Grammar,"<p class=""indent"">한국 속담에 사촌이 땅을 사면 배가 아프다는 말이 있다. 이것의 사전적 
의미는 남이 잘된 것을 질투하고 시기한다는 것인데 한의학에서는 실제로 
정신적 스트레스가 복통을 ㉠<u>일으킬</u> 수 있다고 본다. 스트레스는 오장육부, 
특히 간에 영향을 미치는데 간은 우리 몸의 근육 움직임에 ㉡<u>관여하는 데다가</u> 
소화 기능을 촉진하는 작용도 한다. 간의 기능이 원활하지 않으면 근육 
경련이 발생하는데 이것이 경련성 복통, 복부 팽만감 등의 증상을 불러올 수 
있다. 즉 이 속담을 한의학적으로 해석하면 정신적 스트레스가 간을 상하게 
해서 복통이 나타난다는 것이다. 이런 정신적 요인에 의한 복통에 자주 
시달린다면 명상 같은 방법을 통해 평소에 상황을 긍정적으로 받아들여 
스트레스를 피하는 훈련을 반복해야 한다. 이런 요령을 습득한다면 스트레스도 
덜 받아서 좋고 신체에 생기는 질병도 예방할 수 있으니 ( ㉢ ) 
격이라고 할 수 있다.</p>",3,,,
,,,교정하기가 여간 어렵지 않거든요,그런 자세가 제일 좋은 줄 알더라고요,몸 따로 마음 따로 논다고들 하잖아요,2011-04-17T00:00:00,,international,50148,Advanced,,,,32007,,"<div class=""dialogue"">가: 자세만 바르게 해도 
건강에 도움이 된다기에 해 보고 있는데 생각보다 힘들더라고요.</div>
<div class=""dialogue"">나: 처음엔 다들 그래요. 
나쁜 자세가 몸에 배면 _______________________.</div>",,,,평소에도 건강에 신경이 쓰일 수밖에요,22003,ADV WRI 31-34,,50147,31,50147,3,,22,,,1,50148,,※ [31~34] 빈칸에 가장 알맞은 것을 고르십시오. (각 4점),2,,False,,82030,2011-08-03T22:15:15,Writing,,4,,,
,,,반품이 다 그렇듯,반품이라고 해도 그렇지,이름만 반품이다 뿐이지,2011-04-17T00:00:00,True,international,50149,Advanced,,,,32007,True,"<div class=""dialogue"">가: 최근 실속파 주부들에게 반품 매장이 인기라고 하던데요. 
반품된 제품이 라면 어딘가 문제가 있는 게 아닌가요?</div>
<div class=""dialogue"">나 : 전에는 그런 경우도 있었습니다. 
하지만 최근엔 _______________________ 새것이나 다름없는 제품이 대부분입니다.</div>",2,,,반품이란 이름에서 짐작이 되듯,22003,ADV WRI 31-34,,50147,32,50147,3,,22,,,2,50149,,※ [31~34] 빈칸에 가장 알맞은 것을 고르십시오. (각 4점),2,,False,,82030,2011-08-03T22:17:38,Writing,,4,,True,
,,,뻔한,지나친,거친,2011-04-17T00:00:00,True,international,51033,Intermediate,,,,31002,True,친한 사이라도 <u>심한</u> 농담을 하면 관계가 나빠질 수 있다. (4점),3,,,답답한,22003,INTER 6-9 match underline,,53043,8,53043,2,,22,,,3,51033,,※ [6∼9] 다음 밑줄 친 부분과 의미가 비슷한 것을 고르십시오.,1,,False,,54037,2011-07-20T22:40:06,Vocabulary and Grammar,,4,,True,
,,,모습,무늬,바탕,2011-04-17T00:00:00,True,international,51034,Intermediate,,,,31002,True,그는 사람들의 다양한 <u>생김새</u>를 정확하게 그려 냈다. (4점),1,,,자취,22003,INTER 6-9 match underline,,53043,9,53043,2,,22,,,1,51034,,※ [6∼9] 다음 밑줄 친 부분과 의미가 비슷한 것을 고르십시오.,1,,False,,54037,2011-07-20T22:41:06,Vocabulary and Grammar,,4,,True,
,,,타다,상하다,묻다,2011-04-17T00:00:00,True,international,51036,Intermediate,,,,31002,True,"(3점)
<div class=""boxedpart"">
<div>음식이 너무 ( ) 버려서 먹기 어려울 정도이다.</div>
<div>밖에 오랫동안 있었더니 얼굴이 많이 ( ).</div>
<div>흰옷은 다른 색 옷보다 때가 잘 ( ).</div>
</div>",1,,,마르다,22003,INTER 10-11 common verb,,53048,11,53048,2,,22,,,1,51036,,※ [10~11] 다음 ( )에 공통적으로 들어갈 동사를 고르십시오.,1,,False,,54037,2011-07-21T17:05:16,Vocabulary and Grammar,,3,,,
,,,섞지,싣지,싸지,2011-04-17T00:00:00,True,international,51037,Intermediate,,,,31002,True,밀린 일을 하느라고 이삿짐을 아직 다 <u>풀지</u> 못했다. (4점),2,,,두지,22003,INTER 12-13 underline opposite,,56042,13,56042,2,,22,,,2,51037,,※ [12~13] 다음 밑줄 친 부분과 의미가 반대인 것을 고르십시오.,1,,False,,54037,2011-07-21T17:27:52,Vocabulary and Grammar,,4,,True,
,,,제가 예약해 놓을까요,다음에 보는 게 좋지 않아요,다른 식당을 알아볼까요,2011-04-17T00:00:00,,international,51041,Intermediate,,,,32007,,"<div class=""dialogue"">가: 오늘 모임은 이 앞의 식당에서 하는 게 어때요?</div>
<div class=""dialogue"">나: 거기 좋지요. 그럼 ________________________?</div>",,,,거기서 모이기로 했다면서요,22003,INTER 31-34 complete sentence,,50052,31,50052,2,,22,,,1,51041,,※ [31~34] 빈칸에 가장 알맞은 것을 고르십시오. (각 4점),2,,False,,54037,2011-07-21T19:20:15,Writing,,4,,,
1,,,①,③,②,2011-04-17T00:00:00,True,international,51042,Intermediate,,,,32007,False,"<div class=""center""><img src=""/topik/t22-l2-p2b-q38.png"" /></div>
<div class=""boxedpart""><p class=""indent"">
독서진흥회에서는 직장인을 대상으로 일 년간 한 권 이상의 책을 읽은 
사람의 비율을 조사한 결과 ①<u>2010년에는 조사 대상의 약 65% 정도만이
한 권 이상의 책을 읽은 것으로 나타났다</u>. ②<u>이는 최근 10년 사이 가장
낮은 수치이며 독서율은 2000년을 기준으로 지속적으로 감소했다</u>. 특이한
것은 ③<u>독서율이 감소한 가운데서도 자기 계발 관련 도서에 대한 관심은
크게 증가했다는 것이다</u>. 또한 ④<u>경제·경영뿐만 아니라 외국어 분야의
비중이 높아진 것으로 보아</u> 현대 직장인들이 실용성을 추구하는 경향이
강해졌음을 알 수 있다.
</p></div>",2,,,④,22003,INTER 37-38 choose wrong,,56052,38,56052,2,,22,,,2,51042,,※ [37~38] 다음의 내용과 <u>다른</u> 것을 고르십시오. (각 4점),2,,False,,54037,2011-07-21T19:35:08,Writing,,4,,True,
,,,강의의 내용,수학의 필요성,강의의 목적,2011-04-17T00:00:00,True,international,51051,Intermediate,t22-l2-p3b-q07-d,,,36001,True,,2,"<div class=""dialogue"">남자: 수학은 어렵다, 학교에서 배운 수학은 필요 없다고 
생각하는 사람이 많은데요. 
저는 학생들에게 수학을 좀 더 쉽게 알려 주고 싶어서 이 강의를 시작하게 됐습니다. 
저는 이 강의를 통해 수학이 얼마나 재미있는지, 실제 생활에 얼마나 도움이 되는지를 
가르쳐 주고 싶습니다.</div>",,수학을 잘하는 방법,22003,INTERLIST 7-10 topic,t22-l2-p3b-q08,53071,8,53071,2,,22,,,2,51051,,※ [7~10] 다음은 무엇에 대한 내용인지 맞는 것을 고르십시오. (각 3점),3,,False,,54037,2011-07-26T17:31:58,Listening,,3,,True,
